Table Name(1),State Code (2),District Code(3),Tehsil Code  (4),Town  Code (5),Area Name (6),Total/ Rural/ Urban(7),Total number of households (8),Total number of households availing banking services  (9),"Availability of assets Radio/
Transistor (10)",Availability of assets Television (11),Availability of assets Computer/Laptop With Internet (12),Availability of assets Computer/Laptop Without Internet (13),Availability of assets Telephone/Mobile PhoneLandline only (14),Availability of assets Telephone/Mobile Phone Mobile only (15),Availability of assets Telephone/Mobile Phone Both (16),Availability of assets Bicycle (17),Availability of assets Scooter/ Motorcycle/Moped (18),Availability of assets Car/ Jeep/Van (19),"Availability of assets Households with TV, Computer/Laptop, Telephone/mobile phone and Scooter/ Car (20)",Availability of assets None of the assets specified in col.(21),,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,293,01964,000000,Sub-District - Tikrikilla ,Rural,11260,3364,3442,2680,71,687,346,2987,398,6464,839,149,94,2784,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,293,01964,000000,Sub-District - Tikrikilla ,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,293,01965,000000,Sub-District - Rongram,Total,24677,14581,5967,13155,932,2562,823,14365,1109,1494,4044,2327,1724,4924,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,293,01965,000000,Sub-District - Rongram,Rural,10838,4273,3399,3209,75,504,288,4292,339,776,909,230,94,3532,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,293,01965,000000,Sub-District - Rongram,Urban,13839,10308,2568,9946,857,2058,535,10073,770,718,3135,2097,1630,1392,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,293,01965,801536,Tura (M),Urban,13839,10308,2568,9946,857,2058,535,10073,770,718,3135,2097,1630,1392,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,293,01966,000000,Sub-District - Betasing ,Total,13477,3453,4013,3558,146,916,309,3123,627,4454,985,219,101,4648,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,293,01966,000000,Sub-District - Betasing ,Rural,13477,3453,4013,3558,146,916,309,3123,627,4454,985,219,101,4648,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,293,01966,000000,Sub-District - Betasing ,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,293,01967,000000,Sub-District - Zikzak ,Total,14956,4889,2539,3479,35,252,248,2906,237,6037,1059,161,39,6182,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,293,01967,000000,Sub-District - Zikzak ,Rural,14956,4889,2539,3479,35,252,248,2906,237,6037,1059,161,39,6182,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,293,01967,000000,Sub-District - Zikzak ,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,293,01968,000000,Sub-District - Gambegre ,Total,5774,1163,2118,1377,24,253,75,1357,83,921,424,61,20,2265,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,293,01968,000000,Sub-District - Gambegre ,Rural,5774,1163,2118,1377,24,253,75,1357,83,921,424,61,20,2265,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,293,01968,000000,Sub-District - Gambegre ,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,293,01969,000000,Sub-District - Dalu ,Total,9995,2415,2694,2523,189,571,316,1726,593,3333,908,180,81,3763,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,293,01969,000000,Sub-District - Dalu ,Rural,9995,2415,2694,2523,189,571,316,1726,593,3333,908,180,81,3763,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,293,01969,000000,Sub-District - Dalu ,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,294,00000,000000,District - East Garo Hills,Total,57357,13608,14539,15115,288,2080,1037,13572,705,22238,4732,1167,547,20261,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,294,00000,000000,District - East Garo Hills,Rural,49612,9636,13004,10505,126,1375,643,9246,538,18590,2993,557,167,19203,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,294,00000,000000,District - East Garo Hills,Urban,7745,3972,1535,4610,162,705,394,4326,167,3648,1739,610,380,1058,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,294,01970,000000,Sub-District - Resubelpara ,Total,18930,4768,4663,5896,109,706,512,5262,336,11191,2209,380,197,4639,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,294,01970,000000,Sub-District - Resubelpara ,Rural,15413,3267,3840,4147,61,433,271,3624,233,8715,1364,195,72,4221,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,294,01970,000000,Sub-District - Resubelpara ,Urban,3517,1501,823,1749,48,273,241,1638,103,2476,845,185,125,418,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,294,01970,801537,Resubelpara (MB),Urban,3517,1501,823,1749,48,273,241,1638,103,2476,845,185,125,418,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,294,01971,000000,Sub-District - Dambo Rongjeng ,Total,9296,1236,2403,1288,14,362,105,1013,93,1757,347,106,25,5006,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,294,01971,000000,Sub-District - Dambo Rongjeng ,Rural,9296,1236,2403,1288,14,362,105,1013,93,1757,347,106,25,5006,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,294,01971,000000,Sub-District - Dambo Rongjeng ,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,294,01972,000000,Sub-District - Kharkutta,Total,9166,2065,2601,2143,21,160,131,1900,108,5339,677,108,34,2571,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,294,01972,000000,Sub-District - Kharkutta,Rural,9166,2065,2601,2143,21,160,131,1900,108,5339,677,108,34,2571,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,294,01972,000000,Sub-District - Kharkutta,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,294,01973,000000,Sub-District - Songsak ,Total,9985,1555,2766,1361,15,264,74,1228,47,2273,376,71,15,4839,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,294,01973,000000,Sub-District - Songsak ,Rural,9985,1555,2766,1361,15,264,74,1228,47,2273,376,71,15,4839,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,294,01973,000000,Sub-District - Songsak ,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,294,01974,000000,Sub-District - Samanda ,Total,9980,3984,2106,4427,129,588,215,4169,121,1678,1123,502,276,3206,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,294,01974,000000,Sub-District - Samanda ,Rural,5752,1513,1394,1566,15,156,62,1481,57,506,229,77,21,2566,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,294,01974,000000,Sub-District - Samanda ,Urban,4228,2471,712,2861,114,432,153,2688,64,1172,894,425,255,640,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,294,01974,801538,Williamnagar (MB),Urban,4228,2471,712,2861,114,432,153,2688,64,1172,894,425,255,640,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,295,00000,000000,District - South Garo Hills,Total,24208,4828,7211,6721,179,1446,363,5402,470,2581,1700,695,199,9613,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,295,00000,000000,District - South Garo Hills,Rural,21836,3483,6867,5446,116,1136,293,4077,385,2347,1328,509,107,9161,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,295,00000,000000,District - South Garo Hills,Urban,2372,1345,344,1275,63,310,70,1325,85,234,372,186,92,452,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,295,01975,000000,Sub-District - Chokpot ,Total,6815,741,2252,1651,28,532,88,1652,74,496,377,90,37,2809,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,295,01975,000000,Sub-District - Chokpot ,Rural,6815,741,2252,1651,28,532,88,1652,74,496,377,90,37,2809,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,295,01975,000000,Sub-District - Chokpot ,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,295,01976,000000,Sub-District - Gasuapara ,Total,4994,867,1409,962,42,198,78,597,121,1132,256,45,25,2282,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,295,01976,000000,Sub-District - Gasuapara ,Rural,4994,867,1409,962,42,198,78,597,121,1132,256,45,25,2282,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,295,01976,000000,Sub-District - Gasuapara ,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,295,01977,000000,Sub-District - Baghmara ,Total,8481,2366,2073,3313,95,539,154,2860,210,672,856,514,130,2765,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,295,01977,000000,Sub-District - Baghmara ,Rural,6109,1021,1729,2038,32,229,84,1535,125,438,484,328,38,2313,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,295,01977,000000,Sub-District - Baghmara ,Urban,2372,1345,344,1275,63,310,70,1325,85,234,372,186,92,452,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,295,01977,801539,Baghmara (MB),Urban,2372,1345,344,1275,63,310,70,1325,85,234,372,186,92,452,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,295,01978,000000,Sub-District - Rongara ,Total,3918,854,1477,795,14,177,43,293,65,281,211,46,7,1757,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,295,01978,000000,Sub-District - Rongara ,Rural,3918,854,1477,795,14,177,43,293,65,281,211,46,7,1757,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,295,01978,000000,Sub-District - Rongara ,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,296,00000,000000,District - West Khasi Hills,Total,63620,12261,13553,12548,149,2313,350,18167,675,3325,922,1683,210,31910,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,296,00000,000000,District - West Khasi Hills,Rural,56508,9175,12771,9407,95,2003,322,14392,616,3233,761,1177,101,29427,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,296,00000,000000,District - West Khasi Hills,Urban,7112,3086,782,3141,54,310,28,3775,59,92,161,506,109,2483,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,296,01979,000000,Sub-District - Mawshynrut,Total,12504,1636,3230,2195,18,553,138,3045,161,1862,321,249,24,5577,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,296,01979,000000,Sub-District - Mawshynrut,Rural,12504,1636,3230,2195,18,553,138,3045,161,1862,321,249,24,5577,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,296,01979,000000,Sub-District - Mawshynrut,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,296,01980,000000,Sub-District - Nongstoin,Total,13137,3289,2229,3262,54,473,45,4875,110,328,172,470,89,6110,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,296,01980,000000,Sub-District - Nongstoin,Rural,8459,1136,1800,1075,7,221,25,2116,58,259,47,112,3,4722,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,296,01980,000000,Sub-District - Nongstoin,Urban,4678,2153,429,2187,47,252,20,2759,52,69,125,358,86,1388,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,296,01980,801540,Nongstoin (TC),Urban,4678,2153,429,2187,47,252,20,2759,52,69,125,358,86,1388,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,296,01981,000000,Sub-District - Mawthadraishan,Total,7852,1772,1637,1200,18,259,30,2606,135,52,53,134,12,4073,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,296,01981,000000,Sub-District - Mawthadraishan,Rural,7852,1772,1637,1200,18,259,30,2606,135,52,53,134,12,4073,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,296,01981,000000,Sub-District - Mawthadraishan,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,296,01982,000000,Sub-District - Mairang,Total,13893,2894,3748,2867,16,293,46,4473,68,108,86,441,35,6738,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,296,01982,000000,Sub-District - Mairang,Rural,11459,1961,3395,1913,9,235,38,3457,61,85,50,293,12,5643,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,296,01982,000000,Sub-District - Mairang,Urban,2434,933,353,954,7,58,8,1016,7,23,36,148,23,1095,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,296,01982,801541,Mairang (TC),Urban,2434,933,353,954,7,58,8,1016,7,23,36,148,23,1095,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,296,01983,000000,Sub-District - Ranikor,Total,7291,1278,1180,1475,14,179,36,883,106,921,194,135,8,4205,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,296,01983,000000,Sub-District - Ranikor,Rural,7291,1278,1180,1475,14,179,36,883,106,921,194,135,8,4205,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,296,01983,000000,Sub-District - Ranikor,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,296,01984,000000,Sub-District - Mawkyrwat,Total,8943,1392,1529,1549,29,556,55,2285,95,54,96,254,42,5207,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,296,01984,000000,Sub-District - Mawkyrwat,Rural,8943,1392,1529,1549,29,556,55,2285,95,54,96,254,42,5207,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,296,01984,000000,Sub-District - Mawkyrwat,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,297,00000,000000,District - Ribhoi,Total,45660,15352,15090,14471,291,1615,765,19231,674,3769,1628,1865,402,14409,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,297,00000,000000,District - Ribhoi,Rural,41925,13301,13928,12492,265,1488,743,16823,637,3599,1447,1597,342,13693,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,297,00000,000000,District - Ribhoi,Urban,3735,2051,1162,1979,26,127,22,2408,37,170,181,268,60,716,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,297,01985,000000,Sub-District - Umling ,Total,15713,6807,5009,6743,132,711,386,8526,239,1606,875,799,195,3572,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,297,01985,000000,Sub-District - Umling ,Rural,12580,5040,4028,5044,108,600,369,6474,208,1473,735,587,140,3004,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,297,01985,000000,Sub-District - Umling ,Urban,3133,1767,981,1699,24,111,17,2052,31,133,140,212,55,568,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,297,01985,801542,Nongpoh (TC),Urban,3133,1767,981,1699,24,111,17,2052,31,133,140,212,55,568,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,297,01986,000000,Sub-District - Jirang ,Total,5856,949,2757,780,20,189,123,812,134,1213,208,92,24,2168,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,297,01986,000000,Sub-District - Jirang ,Rural,5856,949,2757,780,20,189,123,812,134,1213,208,92,24,2168,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,297,01986,000000,Sub-District - Jirang ,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,297,01987,000000,Sub-District - Umsning ,Total,24091,7596,7324,6948,139,715,256,9893,301,950,545,974,183,8669,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,297,01987,000000,Sub-District - Umsning ,Rural,23489,7312,7143,6668,137,699,251,9537,295,913,504,918,178,8521,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,297,01987,000000,Sub-District - Umsning ,Urban,602,284,181,280,2,16,5,356,6,37,41,56,5,148,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,297,01987,278071,Umroi (CT),Urban,602,284,181,280,2,16,5,356,6,37,41,56,5,148,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,298,00000,000000,District - East Khasi Hills,Total,160832,92357,46211,79933,5032,14274,2304,85408,5907,5188,7975,15048,9037,47919,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,298,00000,000000,District - East Khasi Hills,Rural,84694,34714,16158,20418,355,2530,576,27120,573,1613,1233,2921,721,42854,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,298,00000,000000,District - East Khasi Hills,Urban,76138,57643,30053,59515,4677,11744,1728,58288,5334,3575,6742,12127,8316,5065,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,298,01988,000000,Sub-District - Mawphlang,Total,12929,3846,1711,2049,20,481,87,3277,55,46,70,296,44,7826,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,298,01988,000000,Sub-District - Mawphlang,Rural,12929,3846,1711,2049,20,481,87,3277,55,46,70,296,44,7826,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,298,01988,000000,Sub-District - Mawphlang,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,298,01989,000000,Sub-District - Mylliem,Total,89541,65664,33350,65308,4921,12670,1849,65250,5578,3963,7365,13392,8829,9247,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,298,01989,000000,Sub-District - Mylliem,Rural,15684,9244,3789,6901,252,1002,139,8079,257,449,657,1388,538,4883,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,298,01989,000000,Sub-District - Mylliem,Urban,73857,56420,29561,58407,4669,11668,1710,57171,5321,3514,6708,12004,8291,4364,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,298,01989,801543,Shillong (CB),Urban,2553,1635,892,1888,170,251,95,1877,201,82,189,205,198,244,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,298,01989,801544,Shillong (MB),Urban,31565,26132,13560,26538,2709,5642,696,24944,3428,1427,2894,5812,4262,949,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,298,01989,278353,Mawlai (CT),Urban,10717,7219,4933,7732,314,1430,250,7861,237,719,884,1626,927,1112,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,298,01989,278354,Pynthormukhrah (CT),Urban,5924,4264,2010,4621,212,635,94,4684,239,304,566,757,460,404,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,298,01989,278355,Nongmynsong (CT),Urban,3344,1938,1118,2379,65,219,105,2397,66,134,187,262,121,391,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,298,01989,278356,Mawpat (CT),Urban,1054,551,333,645,17,76,18,694,10,32,60,77,29,190,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,298,01989,278357,Umpling (CT),Urban,1558,1112,750,1185,60,195,19,1283,31,80,162,256,138,95,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,298,01989,278358,Nongthymmai (CT),Urban,8450,7373,3276,7009,859,2049,187,6863,908,494,994,2092,1565,172,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,298,01989,278359,Madanriting (CT),Urban,4694,3567,1330,3597,182,806,197,3712,120,130,445,452,365,281,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,298,01989,278360,Nongkseh (CT),Urban,971,659,249,722,26,103,7,755,14,26,79,148,65,112,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,298,01989,278361,Umlyngka (CT),Urban,1429,740,360,844,20,90,11,852,13,21,97,151,68,311,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,298,01989,278362,Lawsohtun (CT),Urban,1598,1230,750,1247,35,172,31,1249,54,65,151,166,93,103,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,298,01990,000000,Sub-District - Mawryngkneng,Total,11973,6637,3019,3181,27,321,76,4357,45,113,208,477,76,5484,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,298,01990,000000,Sub-District - Mawryngkneng,Rural,11973,6637,3019,3181,27,321,76,4357,45,113,208,477,76,5484,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,298,01990,000000,Sub-District - Mawryngkneng,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,298,01991,000000,Sub-District - Mawkynrew,Total,7782,3280,1489,594,10,152,63,1965,28,34,30,135,6,4780,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,298,01991,000000,Sub-District - Mawkynrew,Rural,7782,3280,1489,594,10,152,63,1965,28,34,30,135,6,4780,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,298,01991,000000,Sub-District - Mawkynrew,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,298,01992,000000,Sub-District - Khatarshnong Laitkroh,Total,6450,3215,1335,1120,11,53,27,2127,33,25,33,123,11,3237,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,298,01992,000000,Sub-District - Khatarshnong Laitkroh,Rural,6450,3215,1335,1120,11,53,27,2127,33,25,33,123,11,3237,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,298,01992,000000,Sub-District - Khatarshnong Laitkroh,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,298,01993,000000,Sub-District - Mawsynram,Total,10099,3167,1782,2496,9,206,78,2415,63,721,150,164,20,5218,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,298,01993,000000,Sub-District - Mawsynram,Rural,10099,3167,1782,2496,9,206,78,2415,63,721,150,164,20,5218,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,298,01993,000000,Sub-District - Mawsynram,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,298,01994,000000,Sub-District - Shella Bholaganj,Total,10829,3759,1745,3088,20,227,59,3116,46,254,74,330,36,5742,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,298,01994,000000,Sub-District - Shella Bholaganj,Rural,8548,2536,1253,1980,12,151,41,1999,33,193,40,207,11,5041,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,298,01994,000000,Sub-District - Shella Bholaganj,Urban,2281,1223,492,1108,8,76,18,1117,13,61,34,123,25,701,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,298,01994,278901,Cherrapunjee (CT),Urban,2281,1223,492,1108,8,76,18,1117,13,61,34,123,25,701,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,298,01995,000000,Sub-District - Pynursla,Total,11229,2789,1780,2097,14,164,65,2901,59,32,45,131,15,6385,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,298,01995,000000,Sub-District - Pynursla,Rural,11229,2789,1780,2097,14,164,65,2901,59,32,45,131,15,6385,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,298,01995,000000,Sub-District - Pynursla,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,299,00000,000000,District - Jaintia Hills,Total,64842,23791,10181,17352,510,3823,652,29307,654,1826,978,4790,888,26407,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,299,00000,000000,District - Jaintia Hills,Rural,59681,19457,9339,13467,309,3024,467,25098,507,1493,726,3779,418,26097,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,299,00000,000000,District - Jaintia Hills,Urban,5161,4334,842,3885,201,799,185,4209,147,333,252,1011,470,310,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,299,01996,000000,Sub-District - Thadlaskein,Total,22864,9062,3837,7216,292,1726,283,11455,338,1139,422,1726,568,8012,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,299,01996,000000,Sub-District - Thadlaskein,Rural,17703,4728,2995,3331,91,927,98,7246,191,806,170,715,98,7702,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,299,01996,000000,Sub-District - Thadlaskein,Urban,5161,4334,842,3885,201,799,185,4209,147,333,252,1011,470,310,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,299,01996,801545,Jowai (M),Urban,5161,4334,842,3885,201,799,185,4209,147,333,252,1011,470,310,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,299,01997,000000,Sub-District - Laskein,Total,14129,3738,2311,2295,42,403,137,5632,116,331,186,552,42,6842,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,299,01997,000000,Sub-District - Laskein,Rural,14129,3738,2311,2295,42,403,137,5632,116,331,186,552,42,6842,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,299,01997,000000,Sub-District - Laskein,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,299,01998,000000,Sub-District - Amlarem,Total,7490,3405,600,1538,26,168,48,2464,53,20,43,168,15,4068,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,299,01998,000000,Sub-District - Amlarem,Rural,7490,3405,600,1538,26,168,48,2464,53,20,43,168,15,4068,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,299,01998,000000,Sub-District - Amlarem,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,17,299,01999,000000,Sub-District - Khliehriat,Total,14424,5947,2631,5179,136,1048,155,7309,111,247,230,1851,253,5097,,,,,,,,,,,,,,,,,,,,,,,,,,,
