Table Name(1),State Code (2),District Code(3),Tehsil Code  (4),Town  Code (5),Area Name (6),Total/ Rural/ Urban(7),Total number of households (8),Total number of households availing banking services  (9),"Availability of assets Radio/
Transistor (10)",Availability of assets Television (11),Availability of assets Computer/Laptop With Internet (12),Availability of assets Computer/Laptop Without Internet (13),Availability of assets Telephone/Mobile PhoneLandline only (14),Availability of assets Telephone/Mobile Phone Mobile only (15),Availability of assets Telephone/Mobile Phone Both (16),Availability of assets Bicycle (17),Availability of assets Scooter/ Motorcycle/Moped (18),Availability of assets Car/ Jeep/Van (19),"Availability of assets Households with TV, Computer/Laptop, Telephone/mobile phone and Scooter/ Car (20)",Availability of assets None of the assets specified in col.(21),,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,006,00026,000000,Sub-District - Sunderbani,Total,13230,11161,4556,6846,90,456,310,8328,584,623,1711,576,163,2444,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,006,00026,000000,Sub-District - Sunderbani,Rural,12379,10379,4173,6083,64,379,286,7734,402,447,1366,388,80,2417,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,006,00026,000000,Sub-District - Sunderbani,Urban,851,782,383,763,26,77,24,594,182,176,345,188,83,27,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,006,00026,800067,Sunderbani (MC),Urban,851,782,383,763,26,77,24,594,182,176,345,188,83,27,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,007,00000,000000,District - Kathua,Total,117836,91095,26172,66944,1443,4669,3065,78220,7679,17726,23014,4687,2732,18291,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,007,00000,000000,District - Kathua,Rural,100283,75805,22260,51882,726,3221,2439,66627,4996,12696,15755,2617,1129,17322,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,007,00000,000000,District - Kathua,Urban,17553,15290,3912,15062,717,1448,626,11593,2683,5030,7259,2070,1603,969,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,007,00027,000000,Sub-District - Billawar,Total,28474,20074,7391,11025,192,964,549,19217,1075,731,1763,706,145,6025,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,007,00027,000000,Sub-District - Billawar,Rural,27568,19234,6939,10332,178,941,538,18561,965,698,1589,615,126,5957,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,007,00027,000000,Sub-District - Billawar,Urban,906,840,452,693,14,23,11,656,110,33,174,91,19,68,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,007,00027,800081,Billawar (MC),Urban,906,840,452,693,14,23,11,656,110,33,174,91,19,68,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,007,00028,000000,Sub-District - Bashohli,Total,13099,9918,2799,6086,107,354,161,9828,510,589,1171,361,110,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,007,00028,000000,Sub-District - Bashohli,Rural,12011,8938,2650,5200,64,310,100,9151,324,454,876,240,62,1896,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,007,00028,000000,Sub-District - Bashohli,Urban,1088,980,149,886,43,44,61,677,186,135,295,121,48,93,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,007,00028,800082,Bashohli (MC),Urban,1088,980,149,886,43,44,61,677,186,135,295,121,48,93,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,007,00029,000000,Sub-District - Bani,Total,8051,5598,3139,1067,14,105,36,4592,132,29,96,82,10,2483,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,007,00029,000000,Sub-District - Bani,Rural,8051,5598,3139,1067,14,105,36,4592,132,29,96,82,10,2483,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,007,00029,000000,Sub-District - Bani,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,007,00030,000000,Sub-District - Kathua,Total,40425,31274,7289,28959,874,2348,1398,25449,3696,10249,12335,2453,1932,4780,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,007,00030,000000,Sub-District - Kathua,Rural,26491,19321,4398,16868,256,1068,887,16284,1601,5897,6211,761,507,4065,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,007,00030,000000,Sub-District - Kathua,Urban,13934,11953,2891,12091,618,1280,511,9165,2095,4352,6124,1692,1425,715,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,007,00030,800083,Lakhanpur (MC),Urban,325,295,49,296,17,26,21,220,59,76,167,54,38,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,007,00030,800084,Kathua (M Cl + OG),Urban,12085,10493,2628,10725,589,1222,452,8082,1950,3808,5621,1600,1369,472,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,007,00030,800085,Parole (MC),Urban,1524,1165,214,1070,12,32,38,863,86,468,336,38,18,238,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,007,00031,000000,Sub-District - Hiranagar,Total,27787,24231,5554,19807,256,898,921,19134,2266,6128,7649,1085,535,3014,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,007,00031,000000,Sub-District - Hiranagar,Rural,26162,22714,5134,18415,214,797,878,18039,1974,5618,6983,919,424,2921,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,007,00031,000000,Sub-District - Hiranagar,Urban,1625,1517,420,1392,42,101,43,1095,292,510,666,166,111,93,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,007,00031,800086,Hiranagar (MC),Urban,1625,1517,420,1392,42,101,43,1095,292,510,666,166,111,93,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,008,00000,000000,District - Baramula,Total,145990,98006,89719,75137,3698,6947,4675,97257,5337,13361,8145,10075,3269,19569,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,008,00000,000000,District - Baramula,Rural,119791,76659,71453,54308,2095,4580,3424,77618,2961,9177,5011,6232,1541,18523,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,008,00000,000000,District - Baramula,Urban,26199,21347,18266,20829,1603,2367,1251,19639,2376,4184,3134,3843,1728,1046,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,008,00032,000000,Sub-District - Sopore,Total,31312,22470,19995,19671,1165,2010,1186,23476,1694,5978,2617,3030,1092,2321,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,008,00032,000000,Sub-District - Sopore,Rural,20483,14019,12673,11074,316,838,607,15398,541,3670,1305,1494,289,1850,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,008,00032,000000,Sub-District - Sopore,Urban,10829,8451,7322,8597,849,1172,579,8078,1153,2308,1312,1536,803,471,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,008,00032,800003,Sopore (M Cl + OG),Urban,10829,8451,7322,8597,849,1172,579,8078,1153,2308,1312,1536,803,471,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,008,00033,000000,Sub-District - Rafiabad,Total,13978,10332,9310,7126,165,610,266,9728,374,800,736,928,153,1704,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,008,00033,000000,Sub-District - Rafiabad,Rural,13056,9612,8720,6544,151,564,251,8972,333,754,682,839,142,1665,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,008,00033,000000,Sub-District - Rafiabad,Urban,922,720,590,582,14,46,15,756,41,46,54,89,11,39,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,008,00033,800004,Watra Gam (MC),Urban,922,720,590,582,14,46,15,756,41,46,54,89,11,39,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,008,00034,000000,Sub-District - Pattan,Total,27636,16861,15851,15271,620,1318,967,19165,710,3081,1494,1554,418,3439,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,008,00034,000000,Sub-District - Pattan,Rural,25651,15041,14452,13648,520,1196,817,17565,640,2882,1361,1351,356,3380,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,008,00034,000000,Sub-District - Pattan,Urban,1985,1820,1399,1623,100,122,150,1600,70,199,133,203,62,59,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,008,00034,800005,Pattan (MC),Urban,1985,1820,1399,1623,100,122,150,1600,70,199,133,203,62,59,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,008,00035,000000,Sub-District - Baramulla,Total,23424,16365,15174,15124,844,1357,930,16170,1538,2237,2133,2613,1010,2215,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,008,00035,000000,Sub-District - Baramulla,Rural,12191,6968,7023,5921,239,408,480,7916,479,630,528,681,172,1813,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,008,00035,000000,Sub-District - Baramulla,Urban,11233,9397,8151,9203,605,949,450,8254,1059,1607,1605,1932,838,402,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,008,00035,800006,Baramula (M Cl + OG),Urban,11233,9397,8151,9203,605,949,450,8254,1059,1607,1605,1932,838,402,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,008,00036,000000,Sub-District - Kreeri,Total,11079,5827,6216,3440,142,398,386,6225,158,389,260,341,46,2491,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,008,00036,000000,Sub-District - Kreeri,Rural,11079,5827,6216,3440,142,398,386,6225,158,389,260,341,46,2491,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,008,00036,000000,Sub-District - Kreeri,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,008,00037,000000,Sub-District - Uri,Total,11982,9576,7035,3219,228,327,460,5748,391,165,198,330,101,2606,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,008,00037,000000,Sub-District - Uri,Rural,11057,8844,6424,2619,198,267,409,5029,359,151,178,276,91,2542,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,008,00037,000000,Sub-District - Uri,Urban,925,732,611,600,30,60,51,719,32,14,20,54,10,64,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,008,00037,800007,Uri (MC),Urban,925,732,611,600,30,60,51,719,32,14,20,54,10,64,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,008,00038,000000,Sub-District - Boniyar,Total,11556,6491,6042,3294,92,331,195,5402,171,71,59,384,69,3308,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,008,00038,000000,Sub-District - Boniyar,Rural,11556,6491,6042,3294,92,331,195,5402,171,71,59,384,69,3308,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,008,00038,000000,Sub-District - Boniyar,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,008,00039,000000,Sub-District - Tangmarg ,Total,15023,10084,10096,7992,442,596,285,11343,301,640,648,895,380,1485,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,008,00039,000000,Sub-District - Tangmarg ,Rural,14718,9857,9903,7768,437,578,279,11111,280,630,638,866,376,1474,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,008,00039,000000,Sub-District - Tangmarg ,Urban,305,227,193,224,5,18,6,232,21,10,10,29,4,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,008,00039,800008,Kunzer (MC),Urban,303,225,191,222,5,18,6,230,21,10,10,27,4,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,008,00039,800009,Gulmarg (MC),Urban,2,2,2,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,009,00000,000000,District - Bandipore,Total,56794,26634,36389,25399,985,2170,1853,31256,1419,5645,2284,2237,585,9371,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,009,00000,000000,District - Bandipore,Rural,47620,20535,29706,19179,621,1700,1443,24960,905,4360,1616,1511,262,8639,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,009,00000,000000,District - Bandipore,Urban,9174,6099,6683,6220,364,470,410,6296,514,1285,668,726,323,732,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,009,00040,000000,Sub-District - Gurez,Total,4529,2012,3283,1356,31,69,147,82,64,89,31,88,2,1066,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,009,00040,000000,Sub-District - Gurez,Rural,4529,2012,3283,1356,31,69,147,82,64,89,31,88,2,1066,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,009,00040,000000,Sub-District - Gurez,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,009,00041,000000,Sub-District - Bandipora,Total,27761,13319,18181,11434,684,1381,985,15333,914,1332,962,1187,417,4920,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,009,00041,000000,Sub-District - Bandipora,Rural,22463,9665,13850,7318,395,1027,742,11552,481,795,549,658,149,4712,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,009,00041,000000,Sub-District - Bandipora,Urban,5298,3654,4331,4116,289,354,243,3781,433,537,413,529,268,208,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,009,00041,800010,Bandipore (MC),Urban,5298,3654,4331,4116,289,354,243,3781,433,537,413,529,268,208,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,009,00042,000000,Sub-District - Sonawari,Total,24504,11303,14925,12609,270,720,721,15841,441,4224,1291,962,166,3385,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,009,00042,000000,Sub-District - Sonawari,Rural,20628,8858,12573,10505,195,604,554,13326,360,3476,1036,765,111,2861,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,009,00042,000000,Sub-District - Sonawari,Urban,3876,2445,2352,2104,75,116,167,2515,81,748,255,197,55,524,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,009,00042,800011,Hajan (MC),Urban,1743,1115,1088,936,38,69,49,1211,25,404,104,94,31,238,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,009,00042,800012,Sumbal (MC),Urban,2133,1330,1264,1168,37,47,118,1304,56,344,151,103,24,286,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,010,00000,000000,District - Srinagar,Total,167448,140086,129337,152945,16413,17418,12717,120553,24605,44501,39804,34586,22024,2209,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,010,00000,000000,District - Srinagar,Rural,2690,1495,1712,1832,40,77,30,1870,112,648,254,172,53,248,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,010,00000,000000,District - Srinagar,Urban,164758,138591,127625,151113,16373,17341,12687,118683,24493,43853,39550,34414,21971,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,010,00043,000000,Sub-District - Srinagar (North),Total,163958,137058,126697,149748,16070,17055,12502,117962,24130,43478,39210,33708,21567,2156,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,010,00043,000000,Sub-District - Srinagar (North),Rural,1596,690,1068,907,20,40,21,979,40,251,128,66,23,203,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,010,00043,000000,Sub-District - Srinagar (North),Urban,162362,136368,125629,148841,16050,17015,12481,116983,24090,43227,39082,33642,21544,1953,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,010,00043,800013,Srinagar (M Corp. + OG) (Part),Urban,159762,134053,123620,146416,15479,16514,12107,115475,23454,42381,38369,32734,20857,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,010,00043,800014,Badami Bagh (CB),Urban,2400,2176,1919,2265,564,471,363,1343,632,825,708,838,676,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,010,00043,002830,Khonmoh  (CT),Urban,200,139,90,160,7,30,11,165,4,21,5,70,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,010,00044,000000,Sub-District - Srinagar (South),Total,3490,3028,2640,3197,343,363,215,2591,475,1023,594,878,457,53,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,010,00044,000000,Sub-District - Srinagar (South),Rural,1094,805,644,925,20,37,9,891,72,397,126,106,30,45,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,010,00044,000000,Sub-District - Srinagar (South),Urban,2396,2223,1996,2272,323,326,206,1700,403,626,468,772,427,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,010,00044,800013,Srinagar (M Corp. + OG) (Part),Urban,1125,1061,1045,1081,276,206,117,712,246,178,213,504,320,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,010,00044,002834,Now Gam  (CT),Urban,411,360,313,387,10,54,16,328,55,127,91,102,43,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,010,00044,002835,Lasjan (CT),Urban,860,802,638,804,37,66,73,660,102,321,164,166,64,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,011,00000,000000,District - Ganderbal,Total,43249,26083,29047,20350,878,1901,1997,24498,1291,6005,2709,2313,663,5728,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,011,00000,000000,District - Ganderbal,Rural,36626,21165,24597,15828,644,1553,1646,19956,853,4575,1949,1614,393,5232,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,011,00000,000000,District - Ganderbal,Urban,6623,4918,4450,4522,234,348,351,4542,438,1430,760,699,270,496,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,011,00045,000000,Sub-District - Lar,Total,12915,9184,8728,7684,352,646,745,8728,483,2760,1263,868,270,1137,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,011,00045,000000,Sub-District - Lar,Rural,11448,7924,7749,6632,319,550,702,7542,418,2298,1030,716,220,1066,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,011,00045,000000,Sub-District - Lar,Urban,1467,1260,979,1052,33,96,43,1186,65,462,233,152,50,71,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,011,00045,002883,Safa Pora (CT),Urban,1467,1260,979,1052,33,96,43,1186,65,462,233,152,50,71,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,011,00046,000000,Sub-District - Kangan,Total,17539,7966,11728,4187,208,685,728,6811,251,150,204,503,59,3626,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,011,00046,000000,Sub-District - Kangan,Rural,17539,7966,11728,4187,208,685,728,6811,251,150,204,503,59,3626,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,011,00046,000000,Sub-District - Kangan,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,011,00047,000000,Sub-District - Ganderbal,Total,12795,8933,8591,8479,318,570,524,8959,557,3095,1242,942,334,965,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,011,00047,000000,Sub-District - Ganderbal,Rural,7639,5275,5120,5009,117,318,216,5603,184,2127,715,395,114,540,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,011,00047,000000,Sub-District - Ganderbal,Urban,5156,3658,3471,3470,201,252,308,3356,373,968,527,547,220,425,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,011,00047,800015,Ganderbal (MC),Urban,3817,3043,2618,2945,191,209,260,2635,320,930,485,473,208,208,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,011,00047,002958,Wail (CT),Urban,1339,615,853,525,10,43,48,721,53,38,42,74,12,217,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,012,00000,000000,District - Pulwama,Total,81241,53870,51973,45967,1537,3756,1770,57529,5863,5479,4551,6164,1478,8145,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,012,00000,000000,District - Pulwama,Rural,71063,45740,45056,37763,1083,3032,1491,50153,4398,4772,3895,4890,1006,7709,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,012,00000,000000,District - Pulwama,Urban,10178,8130,6917,8204,454,724,279,7376,1465,707,656,1274,472,436,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,012,00048,000000,Sub-District - Pampore,Total,11979,9443,8642,9172,319,706,386,9689,849,1124,785,1471,406,412,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,012,00048,000000,Sub-District - Pampore,Rural,7424,5546,5458,5276,125,412,285,6221,281,762,444,828,177,275,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,012,00048,000000,Sub-District - Pampore,Urban,4555,3897,3184,3896,194,294,101,3468,568,362,341,643,229,137,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,012,00048,800022,Pampora (MC),Urban,3243,2917,2314,3021,162,242,75,2488,482,320,302,526,198,39,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,012,00048,800023,Khrew (MC),Urban,1312,980,870,875,32,52,26,980,86,42,39,117,31,98,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,012,00049,000000,Sub-District - Awantipora,Total,11253,7313,6155,5695,216,581,210,8070,587,707,480,876,172,1164,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,012,00049,000000,Sub-District - Awantipora,Rural,10293,6671,5722,4993,191,493,177,7365,487,665,435,757,139,1107,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,012,00049,000000,Sub-District - Awantipora,Urban,960,642,433,702,25,88,33,705,100,42,45,119,33,57,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,012,00049,800024,Awantipora (MC),Urban,960,642,433,702,25,88,33,705,100,42,45,119,33,57,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,012,00050,000000,Sub-District - Tral,Total,17798,12432,10266,7595,254,705,236,11403,914,333,561,930,222,3160,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,012,00050,000000,Sub-District - Tral,Rural,15661,10930,9019,6216,162,511,142,10006,570,266,473,722,132,3019,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,012,00050,000000,Sub-District - Tral,Urban,2137,1502,1247,1379,92,194,94,1397,344,67,88,208,90,141,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,012,00050,800025,Tral (MC),Urban,2137,1502,1247,1379,92,194,94,1397,344,67,88,208,90,141,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,012,00051,000000,Sub-District - Pulwama,Total,40211,24682,26910,23505,748,1764,938,28367,3513,3315,2725,2887,678,3409,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,012,00051,000000,Sub-District - Pulwama,Rural,37685,22593,24857,21278,605,1616,887,26561,3060,3079,2543,2583,558,3308,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,012,00051,000000,Sub-District - Pulwama,Urban,2526,2089,2053,2227,143,148,51,1806,453,236,182,304,120,101,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,012,00051,800026,Pulwama (MC),Urban,2526,2089,2053,2227,143,148,51,1806,453,236,182,304,120,101,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,013,00000,000000,District - Shupiyan,Total,41947,22697,30191,19896,884,2556,1494,29737,2555,1636,4656,3634,730,3731,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,013,00000,000000,District - Shupiyan,Rural,39486,20557,28004,17802,675,2303,1302,28148,1966,1471,4315,3149,551,3704,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,013,00000,000000,District - Shupiyan,Urban,2461,2140,2187,2094,209,253,192,1589,589,165,341,485,179,27,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,013,00052,000000,Sub-District - Shopian,Total,41947,22697,30191,19896,884,2556,1494,29737,2555,1636,4656,3634,730,3731,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,013,00052,000000,Sub-District - Shopian,Rural,39486,20557,28004,17802,675,2303,1302,28148,1966,1471,4315,3149,551,3704,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,013,00052,000000,Sub-District - Shopian,Urban,2461,2140,2187,2094,209,253,192,1589,589,165,341,485,179,27,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,013,00052,800027,Shupiyan (MC),Urban,2461,2140,2187,2094,209,253,192,1589,589,165,341,485,179,27,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,014,00000,000000,District - Anantnag,Total,142987,89068,81666,67166,2712,5900,3687,91482,7514,6295,5541,7846,2042,23760,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,014,00000,000000,District - Anantnag,Rural,109465,63388,59252,42613,1410,3720,2549,67105,3546,3876,3390,4223,684,21942,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,014,00000,000000,District - Anantnag,Urban,33522,25680,22414,24553,1302,2180,1138,24377,3968,2419,2151,3623,1358,1818,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,014,00053,000000,Sub-District - Pahalgam,Total,18006,11513,8321,5809,131,375,298,9032,598,330,385,693,98,5313,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,014,00053,000000,Sub-District - Pahalgam,Rural,16223,10046,7430,4653,87,280,192,7941,381,303,329,523,66,5144,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,014,00053,000000,Sub-District - Pahalgam,Urban,1783,1467,891,1156,44,95,106,1091,217,27,56,170,32,169,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,014,00053,800028,Pahalgam (MC),Urban,795,722,379,559,15,71,61,596,65,12,21,109,23,35,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,014,00053,800029,Aishmuquam (MC),Urban,988,745,512,597,29,24,45,495,152,15,35,61,9,134,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,014,00054,000000,Sub-District - Bijbehara,Total,19385,13855,12742,10867,387,941,601,14363,1167,1396,1080,1262,239,1427,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,014,00054,000000,Sub-District - Bijbehara,Rural,14960,10673,9676,7802,267,656,430,11078,745,1002,938,902,125,1184,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,014,00054,000000,Sub-District - Bijbehara,Urban,4425,3182,3066,3065,120,285,171,3285,422,394,142,360,114,243,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,014,00054,800030,Bijbehara (MC),Urban,2973,2485,2227,2379,99,229,142,2162,399,152,70,310,104,89,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,014,00054,800031,Arwani (MC),Urban,1452,697,839,686,21,56,29,1123,23,242,72,50,10,154,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,01,014,00055,000000,Sub-District - Anantnag,Total,45602,33791,29389,31090,1459,2267,1373,33811,4318,3347,3002,4112,1394,2910,,,,,,,,,,,,,,,,,,,,,,,,,,,
